Keywords	Num genes
hereditary spastic paraplegia 72	0
hereditary spastic paraplegia 73	0
hereditary spastic paraplegia 74	0
hereditary spastic paraplegia 75	0
hereditary spastic paraplegia 76	0
hereditary spastic paraplegia 77	0
hereditary spastic paraplegia 8	0
hereditary spastic paraplegia 9a	0
hereditary spastic paraplegia 9b	0
hereditary spherocytosis	5
hereditary spherocytosis type 1	1
hereditary spherocytosis type 2	1
hereditary spherocytosis type 3	1
hereditary spherocytosis type 4	1
hereditary spherocytosis type 5	1
hereditary wilms\' tumor	0
hermansky-pudlak syndrome 1	1
hermansky-pudlak syndrome 2	1
hermansky-pudlak syndrome 3	1
hermansky-pudlak syndrome 4	1
hermansky-pudlak syndrome 5	1
hermansky-pudlak syndrome 6	1
hermansky-pudlak syndrome 7	1
hermansky-pudlak syndrome 8	1
hermansky-pudlak syndrome 9	1
hermaphroditism	1
hernia of ovary and fallopian tube	0
heroin dependence	0
herpes gestationis	0
herpes simplex virus keratitis	0
herpes zoster	0
herpetic gastritis	0
herpetic whitlow	0
heterophyiasis	0
hexahydrophthalic anhydride allergic asthma	0
hexamethylene diisocyanate allergic asthma	0
hidradenitis suppurativa	0
hidrocystoma	0
high pressure neurological syndrome	0
hilar lung carcinoma	0
hilar lung neoplasm	0
hirata disease	0
hirschsprung\'s disease	0
histidinemia	1
histoplasmosis meningitis	0
histoplasmosis pericarditis	0
histoplasmosis retinitis	0
histrionic personality disorder	0
hobnail hemangioma	0
hodgkin\'s granuloma	0
hodgkin\'s lymphoma, lymphocytic depletion	0
hodgkin\'s lymphoma, lymphocytic-histiocytic predominance	0
hodgkin\'s lymphoma, mixed cellularity	0
hodgkin\'s lymphoma, nodular sclerosis	0
hodgkin\'s paragranuloma	0
hole retinal cyst	0
holocarboxylase synthetase deficiency	1
holoprosencephaly	9
holoprosencephaly 1	0
holoprosencephaly 11	1
holoprosencephaly 2	1
holoprosencephaly 3	1
holoprosencephaly 4	0
holoprosencephaly 5	1
holoprosencephaly 6	0
holoprosencephaly 7	1
holoprosencephaly 8	0
holoprosencephaly 9	1
holt-oram syndrome	1
holzgreve-wagner-rehder syndrome	0
homocarnosinosis	0
homocystinuria	8
hordeolum externum	0
horned turban snail allergy	0
horner\'s syndrome	0
human granulocytic anaplasmosis	0
human monocytic ehrlichiosis	0
humeroradial synostosis	0
huntington\'s disease	0
huntington\'s disease-like 1	0
huntington\'s disease-like 2	0
hydranencephaly	2
hydrarthrosis	0
hydrolethalus syndrome	2
hydronephrosis	2
hydrops of gallbladder	0
hymenolepiasis	0
hyperandrogenism	4
hyperargininemia	1
hypercalcemic sarcoidosis	0
hypercalcemic type ovarian small cell carcinoma	0
hypercementosis	0
hyperekplexia	4
hyperekplexia 1	0
hyperekplexia 2	1
hyperekplexia 3	1
hyperglobulinemic purpura	0
hyperhomocysteinemia	2
hyperinsulinism	6
hyperkalemic periodic paralysis	1
hyperlipoproteinemia type iii	1
hyperlipoproteinemia type iv	0
hyperlipoproteinemia type v	0
hyperlucent lung	0
hyperlysinemia	1
hypermethioninemia due to adenosine kinase deficiency	1
hypermethioninemia with deficiency of s-adenosylhomocysteine hydrolase	1
hypermobility of coccyx	0
hypermobility syndrome	1
hyperphosphatemia	8
hyperphosphatemic familial tumoral calcinosis	3
hyperpigmentation of eyelid	0
hyperprolactinemia	1
hypersecretion glaucoma	0
hypersplenism	0
hypertelorism, microtia, facial clefting syndrome	0
hypertensive encephalopathy	0
hypertensive heart disease	0
hypertensive retinopathy	0
hypertrichosis of eyelid	0
hypertrichotic osteochondrodysplasia cantu type	0
hypertrophic cardiomyopathy 1	0
hypertrophic cardiomyopathy 10	0
hypertrophic cardiomyopathy 11	0
hypertrophic cardiomyopathy 12	0
hypertrophic cardiomyopathy 13	0
hypertrophic cardiomyopathy 14	0
hypertrophic cardiomyopathy 15	0
hypertrophic cardiomyopathy 16	0
hypertrophic cardiomyopathy 17	0
hypertrophic cardiomyopathy 18	0
hypertrophic cardiomyopathy 19	0
hypertrophic cardiomyopathy 2	0
hypertrophic cardiomyopathy 20	0
hypertrophic cardiomyopathy 21	0
hypertrophic cardiomyopathy 25	0
hypertrophic cardiomyopathy 26	0
hypertrophic cardiomyopathy 3	0
hypertrophic cardiomyopathy 4	0
hypertrophic cardiomyopathy 6	0
hypertrophic cardiomyopathy 7	0
hypertrophic cardiomyopathy 8	0
hypertrophic cardiomyopathy 9	0
hypertrophic elongation of cervix	0
hypertrophic pyloric stenosis	0
hypertrophy of breast	0
hypertrophy of tongue papillae	0
hypertropia	0
hyperuricemia	6
hypervitaminosis a	0
hypervitaminosis d	0
hypoactive sexual desire disorder	0
hypochondriasis	0
hypochondrogenesis	1
hypochondroplasia	3
hypochromic anemia	4
hypochromic microcytic anemia	4
hypodermyiasis	0
hypoglossal nerve disease	0
hypoglossal nerve neoplasm	0
hypoglycemia	38
hypoglycemic coma	0
hypogonadotropic hypogonadism 1 with or without anosmia	1
hypogonadotropic hypogonadism 10 with or without anosmia	1
hypogonadotropic hypogonadism 11 with or without anosmia	1
hypogonadotropic hypogonadism 12 with or without anosmia	1
hypogonadotropic hypogonadism 13 with or without anosmia	1
hypogonadotropic hypogonadism 14 with or without anosmia	1
hypogonadotropic hypogonadism 15 with or without anosmia	1
hypogonadotropic hypogonadism 16 with or without anosmia	1
hypogonadotropic hypogonadism 17 with or without anosmia	1
hypogonadotropic hypogonadism 18 with or without anosmia	1
hypogonadotropic hypogonadism 19 with or without anosmia	1
hypogonadotropic hypogonadism 2 with or without anosmia	1
hypogonadotropic hypogonadism 20 with or without anosmia	1
hypogonadotropic hypogonadism 21 with or without anosmia	0
hypogonadotropic hypogonadism 22 with or without anosmia	0
hypogonadotropic hypogonadism 23 with or without anosmia	0
hypogonadotropic hypogonadism 24 without anosmia	0
hypogonadotropic hypogonadism 3 with or without anosmia	1
hypogonadotropic hypogonadism 4 with or without anosmia	1
hypogonadotropic hypogonadism 5 with or without anosmia	1
hypogonadotropic hypogonadism 6 with or without anosmia	1
hypogonadotropic hypogonadism 7 with or without anosmia	1
hypogonadotropic hypogonadism 8 with or without anosmia	1
hypogonadotropic hypogonadism 9 with or without anosmia	2
hypogonadotropism	0
hypohidrosis	4
hypohidrotic ectodermal dysplasia	2
hypokalemia	7
hypokalemic periodic paralysis	3
hypomelanosis of ito	0
hypomyelinating leukodystrophy 10	0
hypomyelinating leukodystrophy 11	0
hypomyelinating leukodystrophy 12	0
hypomyelinating leukodystrophy 13	0
hypomyelinating leukodystrophy 14	0
hypomyelinating leukodystrophy 2	0
hypomyelinating leukodystrophy 3	0
hypomyelinating leukodystrophy 4	0
hypomyelinating leukodystrophy 5	0
hypomyelinating leukodystrophy 6	0
hypomyelinating leukodystrophy 7 with or without oligodontia and-or hypogonadotropic hypogonadism	0
hypomyelinating leukodystrophy 8 with or without oligodontia and-or hypogonadotropic hypogonadism	0
hypomyelinating leukodystrophy 9	0
hypomyelinating leukoencephalopathy	0
hypoparathyroidism	6
hypoparathyroidism-deafness-renal disease syndrome	0
hypoparathyroidism-retardation-dysmorphism syndrome	1
hypophosphatemia	9
hypophosphatemic nephrolithiasis/osteoporosis 1	0
hypophosphatemic nephrolithiasis/osteoporosis 2	0
hypopigmentation of eyelid	0
hypoplastic left heart syndrome	4
hypoplastic right heart syndrome	0
hypopyon ulcer	0
hypospadias	8
hypothalamic neoplasm	0
hypotonia-cystinuria syndrome	2
hypotrichosis 1	0
hypotrichosis 10	0
hypotrichosis 11	1
hypotrichosis 12	0
hypotrichosis 13	0
hypotrichosis 2	0
hypotrichosis 3	0
hypotrichosis 4	0
hypotrichosis 5	0
hypotrichosis 6	0
hypotrichosis 7	0
hypotrichosis 8	1
hypotrichosis 9	0
hypotrichosis of eyelid	0
hypotropia	0
ichthyosis bullosa of siemens	2
ichthyosis vulgaris	1
ideomotor apraxia	0
idiopathic cd4-positive t-lymphocytopenia	0
idiopathic corneal edema	0
idiopathic juvenile osteoporosis	0
idiopathic peripheral autonomic neuropathy	0
idiopathic progressive polyneuropathy	0
idiopathic pulmonary fibrosis	1
idiopathic scoliosis	1
iga glomerulonephritis	0
igsf1 deficiency syndrome	0
ileal neoplasm	0
ileitis	0
ileocolitis	0
iliac vein thrombophlebitis	0
image syndrome	1
immature cataract	0
immune dysregulation-polyendocrinopathy-enteropathy-x-linked syndrome	0
immune system cancer	0
immune-complex glomerulonephritis	0
immunodeficiency with hyper igm type 5	1
immunodeficiency with hyper-igm type 2	1
immunodeficiency with hyper-igm type 4	0
immunodeficiency-centromeric instability-facial anomalies syndrome 1	1
immunodeficiency-centromeric instability-facial anomalies syndrome 2	1
immunodeficiency-centromeric instability-facial anomalies syndrome 3	0
immunodeficiency-centromeric instability-facial anomalies syndrome 4	0
immunoglobulin alpha deficiency	0
immunoglobulin beta deficiency	0
imperforate anus	3
impetigo herpetiformis	0
in situ pulmonary adenocarcinoma	0
inappropriate adh syndrome	0
inclusion body myopathy with paget disease of bone and frontotemporal dementia	0
inclusion body myositis	0
inclusion conjunctivitis	0
inclusion-cell disease	1
indeterminate leprosy	0
indian plum allergy	0
indian prawn allergy	0
indian tick typhus	0
indolent myeloma	0
indolent systemic mastocytosis	0
infant botulism	0
infant gynecomastia	0
infantile cerebellar-retinal degeneration	1
infantile epileptic encephalopathy 55	0
infantile epileptic encephalopathy 56	0
infantile epileptic encephalopathy 57	0
infantile epileptic encephalopathy 58	0
infantile epileptic encephalopathy 59	0
infantile histiocytoid cardiomyopathy	0
infantile hypophosphatasia	0
infantile myofibromatosis	0
infantile onset spinocerebellar ataxia	0
infantile refsum disease	16
infantile-onset distal myopathy	0
infected hydrocele	0
infectious anterior uveitis	0
infectious mononucleosis	0
infective urethral stricture	0
inferior myocardial infarction	0
inferolateral myocardial infarct	0
infertility	28
infertility due to extratesticular cause	0
infiltrating angiolipoma	0
infiltrating bladder lymphoepithelioma-like carcinoma	0
infiltrating bladder urothelial carcinoma sarcomatoid variant	0
infiltrating lipoma	0
infiltrating nipple syringomatous adenoma	0
infiltrating renal pelvis transitional cell carcinoma	0
infiltrating ureter transitional cell carcinoma	0
infiltrative basal cell carcinoma	0
inflamed seborrheic keratosis	0
inflammatory bowel disease 1	1
inflammatory bowel disease 10	1
inflammatory bowel disease 11	0
inflammatory bowel disease 12	0
inflammatory bowel disease 13	1
inflammatory bowel disease 14	1
inflammatory bowel disease 15	0
inflammatory bowel disease 16	0
inflammatory bowel disease 17	1
inflammatory bowel disease 18	0
inflammatory bowel disease 19	1
inflammatory bowel disease 2	0
inflammatory bowel disease 20	0
inflammatory bowel disease 21	0
inflammatory bowel disease 22	0
inflammatory bowel disease 23	0
inflammatory bowel disease 24	0
inflammatory bowel disease 25	0
inflammatory bowel disease 26	0
inflammatory bowel disease 27	0
inflammatory bowel disease 28	1
inflammatory bowel disease 3	0
inflammatory bowel disease 4	0
inflammatory bowel disease 5	0
inflammatory bowel disease 6	0
inflammatory bowel disease 7	0
inflammatory bowel disease 8	0
inflammatory bowel disease 9	0
inflammatory breast carcinoma	0
inflammatory diarrhea	0
inflammatory leiomyosarcoma	0
inflammatory liposarcoma	0
inflammatory mfh	0
inflammatory myofibroblastic tumor	0
inflammatory spondylopathy	0
infundibulocystic basal cell carcinoma	0
inguinal hernia	1
inhalation anthrax	0
inhibited female orgasm	0
inhibited male orgasm	0
inner ear cancer	0
insulinoma	5
integrative agnosia	0
integumentary system benign neoplasm	0
integumentary system cancer	0
interdigitating dendritic cell sarcoma	0
interleukin-7 receptor alpha deficiency	0
intermediate cell type choroid melanoma	0
intermediate cell type ciliary body melanoma	0
intermediate coronary syndrome	0
intermediate malignant teratoma	0
intermediate spinal muscular atrophy	0
intermediate uveitis	0
intermittent claudication	0
intermittent explosive disorder	0
intermittent proptosis	0
intermittent squint	0
intermixed schwannian stroma-rich ganglioneuroblastoma	0
internal auditory canal lipoma	0
internal auditory canal meningioma	0
internal hemorrhoid	0
internal hordeolum	0
internal pathological resorption	0
internuclear ophthalmoplegia	0
interstitial cystitis	0
interstitial emphysema	0
interstitial myocarditis	0
interval angle-closure glaucoma	0
intestinal botulism	0
intestinal disaccharidase deficiency	0
intestinal hypomagnesemia 1	0
intestinal impaction	0
intestinal schistosomiasis	0
intestinal tuberculosis	0
intestinal variant cervical mucinous adenocarcinoma	0
intestinal volvulus	0
intra-abdominal lymph node mast cell malignancy	0
intracerebral cystic meningioma	0
intracranial abscess	0
intracranial arteriosclerosis	0
intracranial berry aneurysm	0
intracranial cavernous angioma	0
intracranial chondrosarcoma	0
intracranial embolism	0
intracranial hypotension	0
intracranial liposarcoma	0
intracranial primitive neuroectodermal tumor	0
intracranial structure hemangioma	0
intracranial vasospasm	0
intracystic papillary adenoma	0
intraductal breast myoepitheliosis	0
intraductal papilloma	0
intrahepatic bile duct adenoma	0
intrahepatic bile duct cystadenoma	0
intrahepatic biliary papillomatosis	0
intrahepatic cholestasis of pregnancy	0
intrahepatic cholestasis of pregnancy 1	0
intrahepatic cholestasis of pregnancy 3	0
intrahepatic gall duct cancer	0
intramuscular hemangioma	0
intraneural perineurioma	0
intraocular lymphoma	0
intraorbital meningioma	0
intrapelvic lymph node leukemic reticuloendotheliosis	0
intratubular embryonal carcinoma	0
intravascular angioleiomyoma	0
intravascular fasciitis	0
intravenous leiomyomatosis	0
intraventricular meningioma	0
intrinsic asthma	0
intussusception	0
invasive aspergillosis	0
invasive ductal carcinoma	11
invasive lobular carcinoma	0
invasive malignant thymoma	0
invasive tubular breast carcinoma	0
inverted transitional papilloma	0
iodine hypothyroidism	0
iridogoniodysgenesis syndrome	1
iris mixed cell melanoma	0
iris spindle cell melanoma	0
iritis	38
iron deficiency anemia	1
irregular astigmatism	0
irritable bowel syndrome	0
irritant dermatitis	0
ischemic colitis	0
ischemic fasciitis	0
ischemic neuropathy	0
isolated anhidrosis with normal sweat glands	0
isolated cleft palate	1
isolated ectopia lentis	0
isolated growth hormone deficiency type ia	0
isolated growth hormone deficiency type ib	0
isolated growth hormone deficiency type ii	0
isolated growth hormone deficiency type iii	0
isolated microphthalmia 1	0
isolated microphthalmia 2	0
isolated microphthalmia 3	0
isolated microphthalmia 4	0
isolated microphthalmia 5	0
isolated microphthalmia 6	0
isolated microphthalmia 7	0
isolated microphthalmia 8	0
isoniazide allergy	0
isovaleric acidemia	1
israeli tick typhus	0
isthmus cancer	0
itm2b-related cerebral amyloid angiopathy 1	0
itm2b-related cerebral amyloid angiopathy 2	0
jaccoud\'s syndrome	0
jansen\'s metaphyseal chondrodysplasia	0
janus kinase-3 deficiency	0
japanese encephalitis	1
japanese spotted fever	0
jaw-winking syndrome	0
jejunal adenocarcinoma	0
jejunal neoplasm	0
jejunal somatostatinoma	0
jejunoileitis	0
jervell-lange nielsen syndrome	0
jewett-marshall bladder cancer	0
jmp syndrome	0
job\'s syndrome	0
johanson-blizzard syndrome	1
joubert syndrome 1	1
joubert syndrome 10	2
joubert syndrome 13	0
joubert syndrome 14	1
joubert syndrome 15	1
joubert syndrome 16	1
joubert syndrome 17	1
joubert syndrome 18	1
joubert syndrome 2	1
joubert syndrome 20	1
joubert syndrome 21	0
joubert syndrome 22	0
joubert syndrome 23	0
joubert syndrome 24	0
joubert syndrome 25	0
joubert syndrome 26	0
joubert syndrome 27	0
joubert syndrome 28	0
joubert syndrome 29	0
joubert syndrome 3	1
joubert syndrome 30	0
joubert syndrome 31	0
joubert syndrome 32	0
joubert syndrome 33	0
joubert syndrome 4	1
joubert syndrome 5	2
joubert syndrome 6	1
joubert syndrome 7	1
joubert syndrome 8	1
joubert syndrome 9	1
joubert syndrome with orofaciodigital defect	0
jugular foramen meningioma	0
junctional epidermolysis bullosa	7
junctional epidermolysis bullosa herlitz type	0
junctional epidermolysis bullosa non-herlitz type	0
junctional epidermolysis bullosa with pyloric atresia	3
juvenile absence epilepsy	2
juvenile amyotrophic lateral sclerosis with dementia	0
juvenile ankylosing spondylitis	0
juvenile astrocytoma	0
juvenile dermatitis herpetiformis	0
juvenile glaucoma	1
juvenile myelomonocytic leukemia	9
juvenile myoclonic epilepsy	5
juvenile onset parkinson\'s disease 19a	0
juvenile pilocytic astrocytoma	0
juvenile polyposis syndrome	3
juvenile rheumatoid arthritis	1
juvenile spinal muscular atrophy	0
juvenile type testicular granulosa cell tumor	0
juvenile xanthogranuloma	0
juvenile-onset parkinson\'s disease	0
juxtacortical chondroma	0
juxtacortical chondrosarcoma	0
kabuki syndrome	3
kahrizi syndrome	1
kallmann syndrome	9
kaolin pneumoconiosis	0
kaposi\'s sarcoma	13
kartagener syndrome	17
karyomegalic interstitial nephritis	0
kawasaki disease	1
kbg syndrome	2
kearns-sayre syndrome	2
kennedy\'s disease	0
keratinizing squamous cell carcinoma	0
keratoconjunctivitis sicca	0
keratomalacia	0
keratopathy	0
keratosis follicularis	2
kernicterus	2
kernicterus due to isoimmunization	0
keshan disease	0
ketoprofen photoallergic dermatitis	0
kidney carcinoma in situ	0
kidney clear cell sarcoma	0
kidney cortex necrosis	0
kidney fibrosarcoma	0
kidney hemangiopericytoma	0
kidney hypertrophy	0
kidney leiomyosarcoma	0
kidney lipoma	0
kidney liposarcoma	0
kidney osteogenic sarcoma	0
kidney papillary necrosis	0
kidney pelvis papillary carcinoma	0
kidney pelvis sarcomatoid transitional cell carcinoma	0
kidney rhabdoid cancer	0
kimura disease	0
kindler syndrome	1
klatskin\'s tumor	0
klebsiella pneumonia	0
kleefstra syndrome	1
kleine-levin syndrome	0
kleptomania	0
klinefelter\'s syndrome	0
klippel-feil syndrome	3
klippel-trenaunay syndrome	1
kluver-bucy syndrome	0
kniest dysplasia	1
kohler\'s disease	0
koolen de vries syndrome	1
koolen-de vries syndrome	1
korean hemorrhagic fever	0
krabbe disease	2
krukenberg carcinoma	0
kufor-rakeb syndrome	1
kuhnt-junius degeneration	0
kummell\'s disease	0
kunjin encephalitis	0
kuru	1
kwashiorkor	0
kyphoscoliotic heart disease	0
l-2-hydroxyglutaric aciduria	2
l-cell glucagon-like peptide producing tumor	0
la crosse encephalitis	0
labia majora carcinoma	0
labia minora cancer	0
labia minora carcinoma	0
labium majus cancer	0
labyrinthine bilateral reactive loss	0
labyrinthine unilateral reactive loss	0
lacrimal duct cancer	0
lacrimal duct obstruction	0
lacrimal gland adenoid cystic carcinoma	0
lacrimal gland mucoepidermoid carcinoma	0
lacrimal gland squamous cell carcinoma	0
lacrimal passage granuloma	0
lactic acidosis	32
lactocele	0
lactose intolerance	1
ladd syndrome	5
lafora disease	3
lambda 5 deficiency	0
lambert-eaton myasthenic syndrome	1
landau-kleffner syndrome	0
langerhans cell sarcoma	0
langerhans-cell histiocytosis	0
large cell acanthoma	0
large cell carcinoma with rhabdoid phenotype	0
large cell keratinizing variant squamous cell breast carcinoma	0
large cell medulloblastoma	0
large cell neuroendocrine carcinoma	0
large intestine adenocarcinoma	0
large intestine adenoma	0
laron syndrome	1
larsen syndrome	2
laryngeal adenoid cystic carcinoma	0
laryngeal cartilage cancer	0
laryngeal mucoepidermoid carcinoma	0
laryngeal neuroendocrine tumor	0
laryngeal small cell carcinoma	0
laryngeal squamous cell carcinoma	0
laryngeal tuberculosis	0
laryngostenosis	0
laryngotracheitis	0
larynx carcinoma in situ	0
larynx leiomyoma	0
larynx leiomyosarcoma	0
larynx liposarcoma	0
larynx squamous papilloma	0
larynx verrucous carcinoma	0
lassa fever	1
late congenital syphilis	0
late onset parkinson\'s disease	0
late yaws	0
late-adult onset retinitis pigmentosa	0
late-onset retinal degeneration	1
latent syphilis	0
lateral cystocele	0
lateral displacement of eye	0
lateral medullary syndrome	0
lateral myocardial infarction	0
lateral sclerosis	41
lateral sinus thrombosis	0
lateral ventricle meningioma	0
latex allergy	0
lattice corneal dystrophy	4
laurence-moon syndrome	0
leber congenital amaurosis	23
leber congenital amaurosis 1	1
leber congenital amaurosis 10	2
leber congenital amaurosis 11	1
leber congenital amaurosis 12	1
leber congenital amaurosis 13	1
leber congenital amaurosis 14	1
leber congenital amaurosis 15	1
leber congenital amaurosis 16	1
leber congenital amaurosis 17	0
leber congenital amaurosis 2	1
leber congenital amaurosis 3	1
leber congenital amaurosis 4	1
leber congenital amaurosis 5	2
leber congenital amaurosis 6	1
leber congenital amaurosis 7	1
leber congenital amaurosis 8	1
leber congenital amaurosis 9	1
leber hereditary optic neuropathy	25
leech infestation	0
left bundle branch hemiblock	0
left ventricular noncompaction	6
leg dermatosis	0
legg-calve-perthes disease	1
legionnaires\' disease	0
leigh disease	0
leiomyoma cutis	0
lemierre\'s syndrome	0
lennox-gastaut syndrome	0
lens subluxation	1
lens-induced iridocyclitis	0
leopard syndrome	3
lepromatous leprosy	0
leptomeninges sarcoma	0
leptospirosis	0
leri-weill dyschondrosteosis	1
lesch-nyhan syndrome	1
lethal congenital contracture syndrome	4
lethal congenital contracture syndrome 1	1
lethal congenital contracture syndrome 2	0
lethal congenital contracture syndrome 3	0
lethal congenital contracture syndrome 4	1
lethal congenital glycogen storage disease of heart	0
lethal midline granuloma	0
lethal restrictive dermopathy	0
leukocoria	0
leukocyte adhesion deficiency 1	1
leukocyte adhesion deficiency 3	0
leukoencephalopathy with vanishing white matter	6
leukoplakia of penis	0
leukoplakia of vagina	0
leukorrhea	0
leukostasis	0
lewy body dementia	1
li-fraumeni syndrome	4
lichen nitidus	0
lichen planus	1
liddle syndrome	2
lidocaine allergy	0
limb ischemia	0
limb-girdle muscular dystrophy	27
limited scleroderma	0
lingual goiter	0
lingual-facial-buccal dyskinesia	0
linitis plastica	0
lip carcinoma in situ	0
lipid pneumonia	0
lipid-cell variant infiltrating bladder urothelial carcinoma	0
lipid-rich breast carcinoma	0
lipoadenoma	0
lipoatrophic diabetes mellitus	0
lipoid nephrosis	0
lipoid proteinosis	1
lipoma of colon	0
lipoma of spermatic cord	0
lipoma of the rectum	0
liposarcoma of bone	0
lisch epithelial corneal dystrophy	0
lissencephaly	18
listeria meningitis	0
listeriosis	0
littre gland carcinoma	0
livedoid vasculitis	0
liver angiosarcoma	0
liver carcinoma in situ	0
liver fibroma	0
liver fibrosarcoma	0
liver inflammatory pseudotumor	0
liver leiomyoma	0
liver leiomyosarcoma	0
liver lipoma	0
liver lymphoma	0
liver rhabdomyosarcoma	0
lobomycosis	0
lobular neoplasia	0
localized anterior staphyloma	0
localized chondrosarcoma	0
localized intraductal papillomatosis	0
localized osteosarcoma	0
localized pulmonary fibrosis	0
localized scleroderma	0
locked-in syndrome	0
loeffler endocarditis	0
loeffler syndrome	0
loeys-dietz syndrome 1	0
loeys-dietz syndrome 2	0
loeys-dietz syndrome 3	1
loeys-dietz syndrome 4	1
loeys-dietz syndrome 5	0
loiasis	0
long qt syndrome 1	2
long qt syndrome 10	1
long qt syndrome 11	1
long qt syndrome 12	0
long qt syndrome 13	1
long qt syndrome 14	0
long qt syndrome 15	0
long qt syndrome 2	1
long qt syndrome 3	2
long qt syndrome 5	1
long qt syndrome 6	1
long qt syndrome 9	1
louping ill	0
louse-borne relapsing fever	0
low compliance bladder	0
low implantation of placenta	0
low tension glaucoma	0
lower clivus meningioma	0
lower gum cancer	0
lower lip cancer	0
lown-ganong-levine syndrome	0
ludwig\'s angina	0
lujo hemorrhagic fever	0
lumbar plexus neoplasm	0
lumbar spinal canal and spinal cord meningioma	0
lumbosacral lipoma	0
lumbosacral plexus lesion	0
luminal breast carcinoma	0
lung abscess	0
lung acinar adenocarcinoma	0
lung adenoid cystic carcinoma	0
lung carcinoma in situ	0
lung clear cell carcinoma	0
lung clear cell-sugar-tumor	0
lung combined large cell neuroendocrine carcinoma	0
lung combined type small cell adenocarcinoma	0
lung giant cell carcinoma	0
lung leiomyosarcoma	0
lung lymphoma	0
lung meningioma	0
lung mixed small cell and squamous cell carcinoma	0
lung mucinous cystadenocarcinoma	0
lung mucoepidermoid carcinoma	0
lung oat cell carcinoma	0
lung occult adenocarcinoma	0
lung occult large cell carcinoma	0
lung occult small cell carcinoma	0
lung occult squamous cell carcinoma	0
lung papillary adenocarcinoma	0
lung superior sulcus carcinoma	0
lupus nephritis	2
lutembacher\'s syndrome	0
luteoma	0
luxation of globe	0
lyme disease	0
lymph node adenoid cystic carcinoma	0
lymph node palisaded myofibroblastoma	0
lymph node tuberculosis	0
lymphangioleiomyomatosis	2
lymphangiosarcoma	0
lymphangitis	0
lymphocele	0
lymphocytic choriomeningitis	1
lymphocytic colitis	0
lymphocytic gastritis	0
lymphoepithelioma-like acinar prostate adenocarcinoma	0
lymphoepithelioma-like carcinoma	0
lymphoepithelioma-like thymic carcinoma	0
lymphogranuloma venereum	0
lymphohistiocytoid mesothelioma	0
lymphoid interstitial pneumonia	0
lymphoma-like variant infiltrating bladder urothelial carcinoma	0
lymphoplasmacyte-rich meningioma	0
lymphoproliferative syndrome 1	1
lymphoproliferative syndrome 2	1
lymphosarcoma	0
lynch syndrome 1	0
lysinuric protein intolerance	1
machado-joseph disease	2
macrocephaly-autism syndrome	1
macrocystic neurilemmoma	0
macrocystic pattern testicular yolk sac tumor	0
macroglobulinemia	1
macrotrabecular hepatoblastoma	0
macular corneal dystrophy	1
macular holes	0
macular keratitis	0
maffucci syndrome	0
main bronchus cancer	0
major affective disorder 1	0
major affective disorder 2	0
mal de meleda	1
male breast cancer	0
male genital organ stricture	0
male genital organ vascular disease	0
maleic anhydride allergic asthma	0
malignant acrospiroma	0
malignant acth producing neoplasm of pituitary gland	0
malignant adenofibroma	0
malignant adult ependymoma	0
malignant anus melanoma	0
malignant biphasic mesothelioma	0
malignant breast melanoma	0
malignant cardiac germ cell tumor	0
malignant cardiac peripheral nerve sheath neoplasm	0
malignant childhood germ cell neoplasm	0
malignant conjunctival melanoma	0
malignant cornea melanoma	0
malignant cystic nephroma	0
malignant epithelial mesothelioma	0
malignant epithelioid hemangioendothelioma	0
malignant essential hypertension	0
malignant eyelid melanoma	0
malignant fibrous histiocytoma of bone	0
malignant gastric germ cell tumor	0
malignant gastric granular cell tumor	0
malignant gastric teratoma	0
malignant giant cell tumor of soft parts	0
malignant giant cell tumor of the tendon sheath	0
malignant glandular tumor of peripheral nerve sheath	0
malignant granular cell esophageal tumor	0
malignant granular cell myoblastoma	0
malignant granular cell skin tumor	0
malignant growth hormone secreting neoplasm of pituitary	0
malignant histiocytic disease	0
malignant histiocytosis	0
malignant hypertensive renal disease	0
malignant hyperthermia	2
malignant mediastinum hemangiopericytoma	0
malignant melanocytic peripheral nerve sheath tumor of mediastinum	0
malignant neoplasm of acoustic nerve	0
malignant neoplasm of short bones of lower limb	0
malignant oculomotor nerve tumor	0
malignant otitis externa	0
malignant ovarian brenner tumor	0
malignant ovarian cyst	0
malignant ovarian mixed epithelial neoplasm	0
malignant parietal pleura tumor	0
malignant peritoneal solitary fibrous tumor	0
malignant pleural solitary fibrous tumor	0
malignant renovascular hypertension	0
malignant sertoli cell tumor	0
malignant sertoli-leydig cell tumor	0
malignant skin fibrous histiocytoma	0
malignant spindle cell melanoma	0
malignant spiradenoma	0
malignant struma ovarii	0
malignant syringoma	0
malignant testicular leydig cell tumor	0
malignant thyroid stimulating hormone producing neoplasm of pituitary gland	0
malignant triton tumor	0
malignant tumor of undescended testis	0
malignant type a thymoma	0
malignant type ab thymoma	0
malignant visceral pleura tumor	0
malt lymphoma	3
malt worker\'s lung	0
mammary paget\'s disease	0
mandibular cancer	0
mandibulofacial dysostosis with alopecia	0
mandibulofacial dysostosis, guion-almeida type	1
mansonelliasis	0
mantle cell lymphoma	2
maple bark strippers\' lung	0
maple syrup urine disease	5
marantic endocarditis	0
marasmus	0
marburg hemorrhagic fever	0
marfan syndrome	2
marginal corneal ulcer	0
marinesco-sjogren syndrome	1
marshall-smith syndrome	1
masa syndrome	1
mast syndrome	1
mast-cell leukemia	0
mast-cell sarcoma	0
